video_id,title,description,channel_id,channel_title,published_at,category_id,tags,default_language,duration_iso,duration_sec,definition,caption,view_count,like_count,comment_count,favorite_count,topic_categories,fetched_at
XpwojMsmflE,啪！液體竟然被扯斷了,"【泛科學全新單元：科學的告白】
📣泛科學新聞每週精選至多5則告白，泛科學阿伯將在節目中為你大聲朗讀！
🎯 告白對象：什麼都可以！
人、事、物、自然現象、薛丁格的貓、甚至是昨晚吃剩的排骨飯......只要你想告白，我們就幫你唸！
✏️ 字數限制：50字以內
🎫 參與資格：限定高級泛糰(含)以上會員
👇 準備好發射你的告白信號了嗎？
　🔗 填寫告白表單：https://forms.gle/bFAhdvFo4Fb34Jxb7
　🔗 加入/升級會員：https://lihi1.com/BWeoe

-----
購買《科學生》由此去💪https://shopee.tw/(%E4%BA%8C%E7%89%88)%E3%80%90%E7%A7%91%E5%AD%B8%E7%94%9F%E3%80%91%EF%BC%9A%E5%BB%BA%E6%A7%8B%E7%A7%91%E6%99%AE%E7%B4%A0%E9%A4%8A-%E5%9F%B9%E9%A4%8A%E9%96%B1%E8%AE%80%E5%AF%A6%E5%8A%9B-i.195496500.57409669807?extraParams=%7B%22display_model_id%22%3A440857609457%2C%22model_selection_logic%22%3A3%7D",UCuHHKbwC0TWjeqxbqdO-N_g,PanSci 泛科學,2026-05-10T11:11:24Z,28,,zh,PT2M39S,159,hd,False,31031,2882,94,0,https://en.wikipedia.org/wiki/Society,2026-05-10T14:33:33.868947+00:00
LOcB8bELj_o,細胞內質網排污的秘密閘門,"【泛科學全新單元：科學的告白】
📣泛科學新聞每週精選至多5則告白，泛科學阿伯將在節目中為你大聲朗讀！
🎯 告白對象：什麼都可以！
人、事、物、自然現象、薛丁格的貓、甚至是昨晚吃剩的排骨飯......只要你想告白，我們就幫你唸！
✏️ 字數限制：50字以內
🎫 參與資格：限定高級泛糰(含)以上會員
👇 準備好發射你的告白信號了嗎？
　🔗 填寫告白表單：https://forms.gle/bFAhdvFo4Fb34Jxb7
　🔗 加入/升級會員：https://lihi1.com/BWeoe

-----
購買《科學生》由此去💪https://shopee.tw/(%E4%BA%8C%E7%89%88)%E3%80%90%E7%A7%91%E5%AD%B8%E7%94%9F%E3%80%91%EF%BC%9A%E5%BB%BA%E6%A7%8B%E7%A7%91%E6%99%AE%E7%B4%A0%E9%A4%8A-%E5%9F%B9%E9%A4%8A%E9%96%B1%E8%AE%80%E5%AF%A6%E5%8A%9B-i.195496500.57409669807?extraParams=%7B%22display_model_id%22%3A440857609457%2C%22model_selection_logic%22%3A3%7D",UCuHHKbwC0TWjeqxbqdO-N_g,PanSci 泛科學,2026-05-09T11:09:36Z,28,,zh,PT2M44S,164,hd,False,33962,1490,68,0,https://en.wikipedia.org/wiki/Health|https://en.wikipedia.org/wiki/Society,2026-05-10T14:33:33.868947+00:00
yglxo8O1FZo,竟然！黃石火山底下沒有岩漿海？,"【泛科學全新單元：科學的告白】
📣泛科學新聞每週精選至多5則告白，泛科學阿伯將在節目中為你大聲朗讀！
🎯 告白對象：什麼都可以！
人、事、物、自然現象、薛丁格的貓、甚至是昨晚吃剩的排骨飯......只要你想告白，我們就幫你唸！
✏️ 字數限制：50字以內
🎫 參與資格：限定高級泛糰(含)以上會員
👇 準備好發射你的告白信號了嗎？
　🔗 填寫告白表單：https://forms.gle/bFAhdvFo4Fb34Jxb7
　🔗 加入/升級會員：https://lihi1.com/BWeoe

-----
購買《科學生》由此去💪https://shopee.tw/(%E4%BA%8C%E7%89%88)%E3%80%90%E7%A7%91%E5%AD%B8%E7%94%9F%E3%80%91%EF%BC%9A%E5%BB%BA%E6%A7%8B%E7%A7%91%E6%99%AE%E7%B4%A0%E9%A4%8A-%E5%9F%B9%E9%A4%8A%E9%96%B1%E8%AE%80%E5%AF%A6%E5%8A%9B-i.195496500.57409669807?extraParams=%7B%22display_model_id%22%3A440857609457%2C%22model_selection_logic%22%3A3%7D",UCuHHKbwC0TWjeqxbqdO-N_g,PanSci 泛科學,2026-05-08T12:01:52Z,28,,zh,PT2M42S,162,hd,False,150900,3940,286,0,https://en.wikipedia.org/wiki/Society,2026-05-10T14:33:33.868947+00:00
oDTU6NJRiQc,看到我就呼吸急促？,肺為何會「結疤」成菜瓜布？3分鐘看懂肺纖維化 IPF的惡性循環，從症狀警訊到 PDE4B 新藥研究進展，提醒及早就醫。,UCuHHKbwC0TWjeqxbqdO-N_g,PanSci 泛科學,2026-05-08T11:01:33Z,28,yt:cc=on,zh,PT2M44S,164,hd,False,71033,3427,132,0,https://en.wikipedia.org/wiki/Entertainment|https://en.wikipedia.org/wiki/Health,2026-05-10T14:33:33.868947+00:00
i1KVNNvkuwM,全新AI晶片封裝規則！CoPos能超越CoWos？,"泛科學獨家優惠✨ 專屬折扣碼【pansci】即日起至2026/6/30於山立樹官網結帳，享95折優惠⚡
https://www.shanlishu.com/zh-TW/products/mn008zp150-pansci
NiKKO純膠原蛋白胜肽粉PO.OG(100%日本製/30日份)
✔️ 唯一通過實證的 PO·OG 膠原蛋白
✔️ 幫助肌肉生長與運動後組織修復，同時幫助養顏美容
 
-----
// 延伸閱讀 //
為什麼 AI 晶片需要「光」？拯救超貴晶片的「矽光子眼科醫生」大解密！
https://pansci.asia/archives/381368
矽光子開發遇到什麼瓶頸？
https://pansci.asia/archives/379995
 
// 製作團隊 //
主持：泛科知識 #鄭國威知識長
腳本、企劃：謝富丞
剪輯：吳思浩

想和我們有更多互動嗎？加入會員 ► https://lihi1.com/BWeoe",UCuHHKbwC0TWjeqxbqdO-N_g,PanSci 泛科學,2026-05-08T11:01:24Z,28,yt:cc=on,zh,PT14M32S,872,hd,True,193903,5600,336,0,,2026-05-10T14:33:33.868947+00:00
AH2nppdR56w,新發明！這層膜解決吃水果的難題,"【泛科學全新單元：科學的告白】
📣泛科學新聞每週精選至多5則告白，泛科學阿伯將在節目中為你大聲朗讀！
🎯 告白對象：什麼都可以！
人、事、物、自然現象、薛丁格的貓、甚至是昨晚吃剩的排骨飯......只要你想告白，我們就幫你唸！
✏️ 字數限制：50字以內
🎫 參與資格：限定高級泛糰(含)以上會員
👇 準備好發射你的告白信號了嗎？
　🔗 填寫告白表單：https://forms.gle/bFAhdvFo4Fb34Jxb7
　🔗 加入/升級會員：https://lihi1.com/BWeoe

-----
購買《科學生》由此去💪https://shopee.tw/(%E4%BA%8C%E7%89%88)%E3%80%90%E7%A7%91%E5%AD%B8%E7%94%9F%E3%80%91%EF%BC%9A%E5%BB%BA%E6%A7%8B%E7%A7%91%E6%99%AE%E7%B4%A0%E9%A4%8A-%E5%9F%B9%E9%A4%8A%E9%96%B1%E8%AE%80%E5%AF%A6%E5%8A%9B-i.195496500.57409669807?extraParams=%7B%22display_model_id%22%3A440857609457%2C%22model_selection_logic%22%3A3%7D",UCuHHKbwC0TWjeqxbqdO-N_g,PanSci 泛科學,2026-05-07T11:00:26Z,28,,zh,PT2M31S,151,hd,False,110518,3485,129,0,https://en.wikipedia.org/wiki/Health|https://en.wikipedia.org/wiki/Society,2026-05-10T14:33:33.868947+00:00
JXzwyg4j_5A,全集中呼吸的起源,"【泛科學全新單元：科學的告白】
📣泛科學新聞每週精選至多5則告白，泛科學阿伯將在節目中為你大聲朗讀！
🎯 告白對象：什麼都可以！
人、事、物、自然現象、薛丁格的貓、甚至是昨晚吃剩的排骨飯......只要你想告白，我們就幫你唸！
✏️ 字數限制：50字以內
🎫 參與資格：限定高級泛糰(含)以上會員
👇 準備好發射你的告白信號了嗎？
　🔗 填寫告白表單：https://forms.gle/bFAhdvFo4Fb34Jxb7
　🔗 加入/升級會員：https://lihi1.com/BWeoe

-----
購買《科學生》由此去💪https://shopee.tw/(%E4%BA%8C%E7%89%88)%E3%80%90%E7%A7%91%E5%AD%B8%E7%94%9F%E3%80%91%EF%BC%9A%E5%BB%BA%E6%A7%8B%E7%A7%91%E6%99%AE%E7%B4%A0%E9%A4%8A-%E5%9F%B9%E9%A4%8A%E9%96%B1%E8%AE%80%E5%AF%A6%E5%8A%9B-i.195496500.57409669807?extraParams=%7B%22display_model_id%22%3A440857609457%2C%22model_selection_logic%22%3A3%7D",UCuHHKbwC0TWjeqxbqdO-N_g,PanSci 泛科學,2026-05-06T11:00:25Z,28,,zh,PT2M47S,167,hd,False,82194,3234,70,0,https://en.wikipedia.org/wiki/Health|https://en.wikipedia.org/wiki/Society,2026-05-10T14:33:33.868947+00:00
wkIC0bpPb68,草味那麼重，毛毛蟲也要負責？,"【勘誤說明】
感謝觀眾提醒，0:04 的幼蟲畫面為「葉蜂」的幼蟲，而非本論文探討的「鱗翅目」毛毛蟲。特此更正，感謝大家的指教！
-----
【泛科學全新單元：科學的告白】
📣泛科學新聞每週精選至多5則告白，泛科學阿伯將在節目中為你大聲朗讀！
🎯 告白對象：什麼都可以！
人、事、物、自然現象、薛丁格的貓、甚至是昨晚吃剩的排骨飯......只要你想告白，我們就幫你唸！
✏️ 字數限制：50字以內
🎫 參與資格：限定高級泛糰(含)以上會員
👇 準備好發射你的告白信號了嗎？
　🔗 填寫告白表單：https://forms.gle/bFAhdvFo4Fb34Jxb7
　🔗 加入/升級會員：https://lihi1.com/BWeoe",UCuHHKbwC0TWjeqxbqdO-N_g,PanSci 泛科學,2026-05-05T12:01:45Z,28,,zh,PT2M41S,161,hd,False,137674,4112,171,0,https://en.wikipedia.org/wiki/Society,2026-05-10T14:33:33.868947+00:00
ui6g6sglX_s,台灣最難3D拼圖？ #桃園機場 #第三航廈 #promo,"完整影片點這裡：https://youtu.be/BUeCk4VmzcM?si=JuHFQyA-MnliIMMW

想和我們有更多互動嗎？加入會員 ► https://lihi1.com/BWeoe",UCuHHKbwC0TWjeqxbqdO-N_g,PanSci 泛科學,2026-05-05T11:01:27Z,28,yt:cc=on,zh,PT1M33S,93,hd,False,397393,8085,484,0,https://en.wikipedia.org/wiki/Lifestyle_(sociology),2026-05-10T14:33:33.868947+00:00
aFm846Js3FU,新發明！這層膜解決吃水果的難題！全集中呼吸的起源【泛科學NEWS EP57】,"【勘誤說明】
感謝觀眾提醒，0:39 的幼蟲畫面為「葉蜂」的幼蟲，而非本論文探討的「鱗翅目」毛毛蟲。特此更正，感謝大家的指教！

-----
【泛科學全新單元：科學的告白】
📣泛科學新聞每週精選至多5則告白，泛科學阿伯將在節目中為你大聲朗讀！
🎯 告白對象：什麼都可以！
人、事、物、自然現象、薛丁格的貓、甚至是昨晚吃剩的排骨飯......只要你想告白，我們就幫你唸！
✏️ 字數限制：50字以內
🎫 參與資格：限定高級泛糰(含)以上會員
👇 準備好發射你的告白信號了嗎？
　🔗 填寫告白表單：https://forms.gle/bFAhdvFo4Fb34Jxb7
　🔗 加入/升級會員：https://lihi1.com/BWeoe

-----
【泛科學會員限定直播 X 史考特醫師】
現在加入會員，馬上看《極限返航》大解析
🔬 主角到底怎麼靠「科學」拯救地球？
🎬 電影沒拍出的內心戲有多精彩？
📖 小說原作裡，還有哪些電影給不了的神細節？
手刀加入泛科學 YouTube 會員 👉 https://lihi1.com/BWeoe

-----
購買《科學生》由此去💪https://shopee.tw/(%E4%BA%8C%E7%89%88)%E3%80%90%E7%A7%91%E5%AD%B8%E7%94%9F%E3%80%91%EF%BC%9A%E5%BB%BA%E6%A7%8B%E7%A7%91%E6%99%AE%E7%B4%A0%E9%A4%8A-%E5%9F%B9%E9%A4%8A%E9%96%B1%E8%AE%80%E5%AF%A6%E5%8A%9B-i.195496500.57409669807?extraParams=%7B%22display_model_id%22%3A440857609457%2C%22model_selection_logic%22%3A3%7D

購買《AI衝擊效應：全球競逐下的技術革命》由此去💪https://shopee.tw/%E3%80%90AI%E8%A1%9D%E6%93%8A%E6%95%88%E6%87%89%E3%80%91%EF%BC%9A-%E5%85%A8%E7%90%83%E7%AB%B6%E9%80%90%E4%B8%8B%E7%9A%84%E6%8A%80%E8%A1%93%E9%9D%A9%E5%91%BD-i.195496500.47459726272?extraParams=%7B%22display_model_id%22%3A375857608916%2C%22model_selection_logic%22%3A3%7D

-----
// 本週新聞 //
新聞一：草味那麼重，毛毛蟲也要負責？
https://www.nature.com/articles/s41559-026-02999-2
新聞二：全集中呼吸的起源
https://www.nature.com/articles/s41586-026-10307-y
新聞三：新發明！這層膜解決吃水果的難題
https://pubs.acs.org/doi/10.1021/acsnano.5c20410
新聞四：竟然！黃石火山底下沒有岩漿海？
https://www.science.org/doi/10.1126/science.ady2027
新聞五：細胞內質網排污的秘密閘門
https://www.nature.com/articles/s41556-026-01922-y
新聞六：啪！液體竟然被扯斷了
https://journals.aps.org/prl/abstract/10.1103/t2vy-32wr

// 製作團隊 //
主持：泛科知識 #鄭國威知識長
腳本：蔡庭禎
企劃：柳希莫依
剪輯：邱均螢",UCuHHKbwC0TWjeqxbqdO-N_g,PanSci 泛科學,2026-05-04T11:00:06Z,28,yt:cc=on,zh,PT16M52S,1012,hd,True,51942,2577,147,0,,2026-05-10T14:33:33.868947+00:00
